"Titre,Créateur,Sujet,Editeur,Type,Format,Identifiant,Source,Langue,Résumé,""Date de disponibilité"",""Date de publication"",""Importance matérielle"",""Couverture spatiale"",""Couverture temporelle"",Licence,""P35 has identified"",""P70 documents"",""P4 has time-span"",""P14 carried out by"",""P1 is identified by"",""P2 has type"""																																
"Plouër-sur-Rance (22). dfs de sauvegarde par l'étude,""http://www.viaf.org/viaf/191703461 Aubry, Laurent"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2003,1 vol. ( p.) : ill. en coul. "	" 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429070 Plouër-sur-Rance,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/191703461 Aubry, Laurent"",RAP01892,fouille préventive"																															
"Plouhinec (29). ""ménez-drégan I"".  rapport intermédiaire 2000 de fp 3 (2000-2002),""Monnier, Jean-Laurent"",RAP01714,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01714,Service régional de l'archéologie de Bretagne,French,,,2000,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01714,fouille programmée																															
"Mordelles (35). ZAC des Fontenelles 2. rapport de diagnostic,""Aubry, Laurent"",RAP02880,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02880,Service régional de l'archéologie de Bretagne,French,,,2013,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432769 Mordelles,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02880,diagnostic préventif																															
"Plouhinec (29). Le gisement du paléolithique inférieur de ménez drégan. rapport final de fouille programmée 1997-1999,""Monnier, Jean-Laurent"",RAP01640,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01640,Service régional de l'archéologie de Bretagne,French,,,1999,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01640,fouille programmée																															
"Iffendic (35). Lotissement le Chesnot. rapport de diagnostic,""Ah Thon, Emmanuelle"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,RAP02867,,French,,Disponible,2013,1 vol. ( p.) : ill. en coul. "	" 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432714 Iffendic,,Owned by SRA Bretagne,,,,""Ah Thon, Emmanuelle"",RAP02867,diagnostic préventif"																															
"Saint-Aubin-d'Aubigné (35). ZAC du chêne romé, tranche 2. rapport de diagnostic,""Ah Thon, Emmanuelle"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2013,1 vol. ( p.) : ill. en coul. "	" 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432810 Saint-Aubin-d'Aubigné,,Owned by SRA Bretagne,,,,""Ah Thon, Emmanuelle"",RAP02838,diagnostic préventif"																															
"Plumaugat (22). Saint-Pierre. rapport de diagnostic,""Ah Thon, Emmanuelle"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2013,1 vol. ( p.) : ill. en coul. "	" 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429091 Plumaugat,,Owned by SRA Bretagne,,,,""Ah Thon, Emmanuelle"",RAP02900,diagnostic préventif"																															
"Plouhinec (29). ""ménez-drégan I"".  rapport intermédiaire 2001 de fp 3 (2000-2002),""Monnier, Jean-Laurent"",RAP01762,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01762,Service régional de l'archéologie de Bretagne,French,,,2001,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01762,fouille programmée																															
"Plouhinec (29). gisement du paléolithique inférieur de Ménez Drégan. rapport final de synthèse de fp 3 2003-2005,""Monnier, Jean-Laurent"",RAP02164,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02164,Service régional de l'archéologie de Bretagne,French,,,2005,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02164,fouille programmée																															
"Plouhinec (29). gisement du paléolithique inférieur de Ménez-Drégan 1. rapport intermédiaire 2006 de fp 3 (2006-2008),""Monnier, Jean-Laurent"",RAP02208,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02208,Service régional de l'archéologie de Bretagne,French,,,2006,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02208,fouille programmée																															
"Plouhinec (29). ""ménez-drégan"". rapport de synthèse de fp 3 (2000-2002),""Monnier, Jean-Laurent"",RAP01852,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01852,Service régional de l'archéologie de Bretagne,French,,,2002,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01852,fouille programmée																															
"Plouhinec (29). gisement paléolithique inférieur de Ménez Drégan I. rapport intermédiaire 2004 de fp 3 (2003-2005),""Monnier, Jean-Laurent"",RAP02036,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02036,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02036,fouille programmée																															
"Carnac (56). ""le moustoir"".  la chapelle Saint-Tugdual. rapport de diagnostic,HURTIN Stéphanie,RAP01823,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01823,Service régional de l'archéologie de Bretagne,French,,,1997,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6455179 Carnac,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01823,fouille d'évaluation																															
(56). inventaire des sites fossoyés médiévaux (XI-XIIIe s.) et relevés topographiques. rapport de pi 2010,JEANNERET Lucie,RAP00606,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00606,Service régional de l'archéologie de Bretagne,French,,,2010,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00606,prospection thématique																															
"Plouhinec (29). rapport sur la campagne de fouille 2007 du gisement paléolithique inférieur de menez drégan 1. rapport 2007 de fp 3 (2006-2008),""Monnier, Jean-Laurent"",RAP02270,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02270,Service régional de l'archéologie de Bretagne,French,,,2007,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02270,fouille programmée																															
"Morieux (22). Le chœur de l'église Saint-Gobrien. rapport de fouille programmée,""Hurtin, Stéphanie"",,AFAN,,,,,French,,Disponible,1998,1 vol. ( p.) : ill. en coul. "	" 30 cm | Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429025 Morieux,,Owned by SRA Bretagne,,,,""Hurtin, Stéphanie"",RAP01610,fouille programmée"																															
Carhaix-Plouguer (29). Persivien, étude d'un tronçon des aqueducs romains et de leur environnement. Rapport de FP 2008,PHILIPPE Eric,RAP02428,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02428,Service régional de l'archéologie de Bretagne,French,,,2008,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6448052 Carhaix-Plouguer,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02428,fouille programmée																															
"Plouhinec (29). Menez-Dregan I. rapport final de fp 2006-2008,""Monnier, Jean-Laurent"",RAP02397,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02397,Service régional de l'archéologie de Bretagne,French,,,2008,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02397,fouille programmée																															
Saint-Vougay (29). L'esplanade nord du château de Kerjean. archéologie des jardins. rapport final de synthèse de fp2 1998-1999.,HURTIN Stéphanie,RAP02448,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02448,Service régional de l'archéologie de Bretagne,French,,,1999,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6431059 Saint-Vougay,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02448,fouille programmée																															
"Plouhinec (29). ""ménez-drégan"". rapport intermédiaire 2003 de fp 3 (2003-2005),""Monnier, Jean-Laurent"",RAP01974,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01974,Service régional de l'archéologie de Bretagne,French,,,2003,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01974,fouille programmée																															
"rapport préliminaire. Les alignements de Carnac. étude documentaire,""Hamon, Anne-Louise"",RAP00551,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00551,Service régional de l'archéologie de Bretagne,French,,,1992,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6455179 Carnac,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00551,étude documentaire																															
"Carnac (56). Kermario. aménagement du parking. rapport de sondage,""Hamon, Anne-Louise"",RAP00814,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00814,Service régional de l'archéologie de Bretagne,French,,,1993,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6455179 Carnac,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00814,sondage																															
"Carnac (56). nord des alignements de Kermario et du Ménec. rapport de prospection inventaire.,""Hamon, Anne-Louise"",RAP00887,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00887,Service régional de l'archéologie de Bretagne,French,,,1993,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6455179 Carnac,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00887,prospection diachronique																															
"Locmariaquer (56). ""le Rouick"" dfs de diagnostic archéologique.,""Hamon, Anne-Louise"",RAP01929,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01929,Service régional de l'archéologie de Bretagne,French,,,2003,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01929,diagnostic préventif																															
"Pléchâtel (35). ""le tertre des Blosses"". dfs de diagnostic,""Hamon, Anne-Louise"",RAP01991,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01991,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432785 Pléchâtel,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01991,diagnostic préventif																															
"Gévezé (35). Lotissement des Côteaux de Clairville. dfs de diagnostic archéologique,""Hamon, Anne-Louise"",RAP01966,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,,Service régional de l'archéologie de Bretagne,French,,,2003,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432706 Gévezé,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01966,diagnostic préventif																															
"Lillemer (35). ""le bas lejard"". dfs de diagnostic archéologique,""Hamon, Anne-Louise"",RAP01998,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01998,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432732 LILLEMER,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01998,diagnostic préventif																															
"Morbihan (56). vérification de l'état des monuments mégalithiques classés ou inscrits,""Hamon, Anne-Louise"",RAP01068,https://www.idref.fr/026497158 Association pour les fouilles archéologiques nationales (France),Online PDF file,,RAP01068,Service régional de l'archéologie de Bretagne,French,,,1993,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01068,prospection diachronique																															
"(56). inventaire des sites archéologiques protégés au titre de la loi du 31 décembre 1913,""Hamon, Anne-Louise"",RAP01295,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01295,Service régional de l'archéologie de Bretagne,French,,,1994,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01295,prospection diachronique																															
"Lanvallay (22). Le hameau des Chevrins. dfs de diagnostic,""Hamon, Anne-Louise"",RAP02072,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02072,Service régional de l'archéologie de Bretagne,French,,,2005,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429000 Lanvallay,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02072,diagnostic préventif																															
"Lillemer (35). Le Haut Charles. dfs de diagnostic archéologique,""Hamon, Anne-Louise"",RAP02000,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02000,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432732 LILLEMER,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02000,diagnostic préventif																															
"Lillemer (35). ""les Hauts"". dfs de diagnostic archéologique,""Hamon, Anne-Louise"",RAP01997,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01997,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432732 LILLEMER,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01997,diagnostic préventif																															
"Locmariaquer (56). Le Rouick. dfs de diagnostic,""Hamon, Anne-Louise"",RAP02066,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02066,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02066,diagnostic préventif																															
"Carentoir (56). Domaine du Calvaire. dfs de diagnostic,""Hamon, Anne-Louise"",,Service régional de l'archéologie de Bretagne,,,RAP02076,,French,,Disponible,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6449840 Carentoir,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02076,diagnostic préventif																															
"Pleurtuit (35). déviation de la rd 266. dfs de diagnostic,""Hamon, Anne-Louise"",RAP02064,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02064,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432792 Pleurtuit,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02064,diagnostic préventif																															
"Pleurtuit (35). déviation de Pleurtuit : rd 266. dfs de diagnostic,""Hamon, Anne-Louise"",RAP02093,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02093,Service régional de l'archéologie de Bretagne,French,,,2005,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432792 Pleurtuit,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02093,diagnostic préventif																															
"Lillemer (35). Les Hauts. dfs de diagnostic archéologique,""Hamon, Anne-Louise"",RAP01999,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01999,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432732 LILLEMER,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01999,diagnostic préventif																															
"Trélivan (22). Lotissement le hameau d'Avaugour à la barrière. dfs de diagnostic,""Hamon, Anne-Louise"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2007,1 vol. ( p.) : ill. en coul. "	" 30 cm | Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429183 Trélivan,,Owned by SRA Bretagne,,,,""Hamon, Anne-Louise"",RAP02260,diagnostic préventif"																															
"Saint-Gondran (35). Le pont du Gué. rapport de diagnostic,""http://www.viaf.org/viaf/5178463 Ferrette, Romuald"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2008,1 vol. ( p.) : ill. en coul. "	" 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432834 Saint-Gondran,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/5178463 Ferrette, Romuald"",RAP02300,diagnostic préventif"																															
"Corps-Nuds (35). Le petit Chambrière. Un enclos d'habitat du second âge du fer. dfs de fouille préventive,""Hamon, Anne-Louise"",RAP02138,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02138,Service régional de l'archéologie de Bretagne,French,,,2005,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6448563 Corps-Nuds,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02138,fouille préventive																															
"Pléneuf-Val-André (22). Rue de la Cour. dfs de diagnostic,""Hamon, Anne-Louise"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,,,French,,Disponible,2006,1 vol. ( p.) : ill. en coul. "	" 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429048 Pléneuf-Val-André,,Owned by SRA Bretagne,,,,""Hamon, Anne-Louise"",RAP02202,diagnostic préventif"																															
"Noyal-Châtillon-sur-Seiche (35). ZAC sud-est. une occupation rurale de la transition la Tène finale/antiquité. rapport de fouille préventive,""Hamon, Anne-Louise"",RAP02338,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02338,Service régional de l'archéologie de Bretagne,French,,,2006,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6616611 Noyal-Châtillon-sur-Seiche,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02338,fouille préventive																															
"Carhaix (29). Rue du Moulin de Kerniguez. rapport de diagnostic,""http://www.viaf.org/viaf/5178463 Ferrette, Romuald"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,RAP02304,,French,,Disponible,2007,1 vol. ( p.) : ill. en coul. "	" 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6448052 Carhaix-Plouguer,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/5178463 Ferrette, Romuald"",RAP02304,diagnostic préventif"																															
"Lannion (22). zone artisanale de Bel Air. dfs de diagnostic,""Hamon, Anne-Louise"",RAP02174,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02174,Service régional de l'archéologie de Bretagne,French,,,2006,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02174,diagnostic préventif																															
"Meslin (22). La Lande du Gras. rapport de prospection inventaire,""http://www.viaf.org/viaf/7511793 Le Roux, Charles-Tanguy"",RAP00994,Service régional de l'archéologie de Bretagne,Online PDF file,,,Service régional de l'archéologie de Bretagne,French,,,1979,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429022 Meslin,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00994,prospection diachronique																															
"Visseiche (35). Le bourg. des vestiges gallo-romains sur le bord de la voie. rapport de prospection thématique,""http://www.viaf.org/viaf/22361122 Le Boulanger, Françoise"",RAP02214,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02214,Service régional de l'archéologie de Bretagne,French,,,2006,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432895 Visseiche,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02214,prospection thématique																															
"onze communes du département des Côtes d'Armor. rapport de prospection inventaire,""Le Roux, Charles-Tanguy"",RAP00784,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00784,Service régional de l'archéologie de Bretagne,French,,,1976,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00784,prospection diachronique																															
"Visseiche (35). Le bourg. Nécropoles et habitat du haut Moyen Âge. rapport de prospection thématique,""http://www.viaf.org/viaf/22361122 Le Boulanger, Françoise"",,Service régional de l'archéologie de Bretagne,,,RAP02023,,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432895 Visseiche,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02023,prospection diachronique																															
les sites fortifiés de l'âge du fer. rapport de prospection thématique.,MAGUER Patrick,RAP01337,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01337,Service régional de l'archéologie de Bretagne,French,,,1995,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01337,prospection thématique																															
"(29). Les sites mésolithiques en Finistère. rapport de prospection thématique,""Marchand, Grégor"",RAP01857,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01857,Service régional de l'archéologie de Bretagne,French,,,2002,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01857,prospection thématique																															
"Visseiche (35). ""Chantaleau"". rapport de sondage réalisé dans le cadre de la pt,MEURET Jean-Claude,RAP01809,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01809,Service régional de l'archéologie de Bretagne,French,,,2001,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01809,prospection thématique																															
(35). La haute vallée de la Seiche. rapport de prospection thématique,MEURET Jean-Claude,RAP01401,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01401,Service régional de l'archéologie de Bretagne,French,,,1996,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01401,prospection thématique																															
"(29). Les sites mésolithiques en Finistère. rapport de prospection thématique avec sondage sur Plouvien,""Marchand, Grégor"",RAP01769,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01769,Service régional de l'archéologie de Bretagne,French,,,2001,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01769,prospection thématique																															
Belle-Île-en-mer (56). rapport de prospection inventaire,MUSCH Gérald,RAP01828,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01828,Service régional de l'archéologie de Bretagne,French,,,2002,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3033682 Belle Île,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01828,prospection diachronique																															
"(29). Les sites mésolithiques en Finistère : chronologie et stratigraphie. rapport de prospection thématique avec sondage,""Marchand, Grégor"",RAP01982,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01982,Service régional de l'archéologie de Bretagne,French,,,2003,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01982,prospection diachronique																															
